food_category,plate_coverage_ratio,leftover_area_px,total_plate_area_px,color_variance,texture_score,brightness_mean,estimated_weight_grams,waste_percentage,waste_level
bread,0.55514,26233.27,46428.51,66.786,93.0446,116.37,811.62,49.94,high
rice,0.82017,7613.63,43031.01,130.9478,168.8772,136.93,339.47,18.99,medium
bread,0.96726,1266.07,41385.86,59.5774,123.2196,113.54,34.93,2.9,low
salad,0.38022,37350.83,54887.24,352.1909,313.2065,138.92,1436.97,62.83,high
rice,0.79739,6046.5,45831.0,148.456,138.5437,123.92,277.45,12.41,low
vegetables,0.98355,982.05,40564.79,462.9662,459.8522,102.9,42.93,2.79,low
vegetables,0.85951,4707.91,49952.64,415.4391,444.3767,105.8,206.64,10.72,low
salad,0.27851,31599.98,40935.93,337.7211,271.0651,135.1,1202.67,69.54,high
salad,0.93803,2690.64,41748.1,615.6112,518.9007,125.55,90.19,7.37,low
vegetables,0.93366,3209.47,40005.03,475.9634,441.0211,124.97,139.47,8.3,low
curry,0.34166,32151.39,42095.42,202.0905,186.2026,123.81,1482.01,67.68,high
mixed,0.77329,13711.69,47149.74,432.3158,313.7724,128.36,596.12,32.53,medium
rice,0.96706,4837.15,44544.33,138.7971,157.8667,126.94,224.12,12.18,low
vegetables,0.74912,7035.72,43946.09,398.4292,385.6693,133.34,273.28,17.8,medium
bread,0.83428,5255.45,41495.76,50.3471,141.3694,133.64,167.18,13.47,low
dal,0.61602,18971.06,48452.35,87.6217,47.2199,105.21,875.78,39.28,medium
mixed,0.7902,5537.65,39528.23,352.3237,295.3093,102.87,233.68,16.07,medium
mixed,0.19286,38087.08,49234.21,219.6189,164.8489,127.54,1708.25,74.21,severe
dessert,0.7519,9279.73,46715.86,195.7964,145.6078,116.74,524.55,23.1,medium
rice,0.85077,9026.27,49067.91,151.7762,206.7747,138.01,444.06,17.25,medium
salad,0.46366,23401.36,37623.52,362.5997,336.0261,139.96,747.28,54.91,high
curry,0.80787,8251.65,48479.04,367.48,302.5575,137.48,432.18,16.79,medium
rice,1.0,579.15,46038.17,143.4239,163.1238,99.75,27.87,1.28,low
mixed,0.49636,20267.8,39379.34,287.5321,236.1419,154.74,884.94,55.19,high
bread,0.64574,14342.82,40631.27,56.4831,111.0198,85.84,430.54,37.08,medium
bread,0.41424,21674.59,43695.03,6.9339,59.6418,146.13,649.65,57.69,high
salad,0.74828,15835.75,51974.49,531.925,422.0878,140.17,564.94,29.01,medium
curry,0.90976,4513.12,44131.43,380.3866,298.4874,131.11,210.45,10.41,low
vegetables,0.77143,11521.08,45606.16,430.3427,400.9484,170.9,499.77,25.61,medium
salad,0.8719,4361.97,43224.39,544.4074,482.931,138.87,167.15,10.28,low
dal,0.92763,4858.87,49541.1,92.1051,88.968,133.13,248.83,11.11,low
bread,0.02354,37720.34,42304.59,30.5454,9.4071,133.57,1048.77,96.34,severe
dal,0.78246,7957.72,46951.97,81.0677,92.2297,149.66,409.53,16.36,medium
bread,0.77631,10035.67,45710.36,78.2023,123.2745,136.86,304.84,25.07,medium
vegetables,0.57763,15976.98,42514.15,348.9811,322.1693,94.56,608.92,39.62,medium
dessert,0.93119,2598.48,45120.03,217.7956,138.0155,98.33,148.4,5.47,low
curry,0.88101,6937.23,42567.01,334.9379,298.2608,125.77,367.11,15.02,medium
vegetables,0.59681,20426.41,46704.5,312.2491,318.8275,111.96,893.33,40.2,high
bread,0.76827,12587.26,47335.15,69.5907,76.9797,117.22,410.25,26.18,medium
vegetables,0.61131,13467.87,38937.23,397.3968,343.2612,127.17,577.07,32.63,medium
dal,0.76242,8557.11,43567.75,91.248,94.6338,126.8,416.53,18.23,medium
bread,0.81118,14798.66,41086.24,88.1914,128.508,151.93,462.36,32.95,medium
rice,0.01398,43636.41,43636.41,59.4132,48.65,141.22,1971.83,99.14,severe
dal,0.92419,2282.32,45255.91,91.4701,77.0245,136.2,99.66,5.71,low
dessert,1.0,3696.89,47816.76,261.545,133.078,123.54,195.34,7.1,low
vegetables,0.56278,14489.84,39349.44,352.3748,360.1108,149.18,620.39,37.15,medium
mixed,0.41888,20602.03,38818.8,271.0473,203.5382,140.78,949.84,56.6,high
bread,0.49329,27069.02,43004.25,92.3482,106.8827,146.35,866.84,55.12,high
dal,0.82509,4952.72,44050.96,85.7059,84.3344,145.11,226.16,11.43,low
salad,0.87296,5805.18,47378.76,565.0812,456.7273,124.96,202.54,11.49,low
salad,0.46039,25127.82,47183.52,349.3103,323.6242,146.93,944.46,48.78,high
salad,0.1655,38916.3,46785.84,282.6207,218.3778,137.3,1264.87,83.15,severe
mixed,0.98939,1450.98,51272.83,378.5211,370.1049,143.63,67.83,2.98,low
bread,0.99879,1779.73,39657.12,111.5046,118.6076,122.68,54.04,4.81,low
vegetables,0.36582,23315.0,43934.41,303.2847,244.5272,141.21,949.2,60.17,high
vegetables,0.52237,21130.54,48707.42,337.4023,318.335,117.16,769.46,46.5,high
rice,0.56405,24794.21,44320.5,113.6983,103.8792,136.08,1049.5,50.5,high
dessert,0.9458,971.55,44710.35,225.3614,148.3013,129.45,50.66,2.38,low
vegetables,0.79411,9398.91,45313.8,464.9241,367.7605,127.17,364.37,20.28,medium
mixed,0.5258,22451.08,52203.96,349.5416,247.8981,120.92,1007.68,49.66,high
dessert,0.91634,802.2,54671.22,214.2045,157.7561,96.96,40.52,1.42,low
dessert,0.44395,18953.14,41938.02,95.2747,111.6304,148.99,950.86,52.71,high
dal,0.91893,2463.06,46313.1,125.6269,83.8584,151.95,124.24,4.97,low
mixed,0.44045,29437.96,47907.49,260.1448,231.6836,111.83,1306.52,61.91,high
dessert,0.2824,26940.34,39615.75,115.1023,65.292,130.24,1503.51,63.98,high
salad,0.92523,7197.88,45206.61,591.4237,513.2131,130.84,269.89,14.62,low
dal,0.82768,7944.16,41372.25,102.9987,71.0714,128.17,382.2,17.25,medium
dessert,0.46746,19163.75,38062.46,158.2869,108.0897,101.66,1017.52,53.94,high
bread,0.92835,1776.47,47443.36,69.8696,139.7823,123.48,57.98,3.73,low
vegetables,0.48598,31992.96,46709.92,333.4721,294.0817,101.2,1173.5,64.53,high
mixed,0.31182,32376.59,42202.99,196.6414,201.9464,120.39,1514.68,67.99,high
rice,1.0,161.82,44285.71,128.0437,189.409,130.02,6.95,0.35,low
curry,1.0,1102.62,41557.27,401.3825,335.6171,120.69,59.94,3.1,low
vegetables,0.82703,9127.24,50547.97,431.7031,403.0503,112.42,378.66,18.44,medium
dessert,0.34713,24537.21,45283.98,165.6814,71.254,125.95,1303.08,63.06,high
dessert,0.71269,14981.02,56198.79,204.4032,106.7303,145.24,748.14,26.9,medium
mixed,0.50374,24356.4,48031.11,276.075,225.4967,135.88,1038.23,48.49,high
rice,0.77732,10716.04,47361.28,138.0766,162.2016,138.37,502.11,21.94,medium
vegetables,0.95681,3136.5,46681.45,442.7711,418.9143,127.76,119.37,7.05,low
curry,0.82493,8861.48,41218.97,314.0896,284.8961,124.14,483.21,24.27,medium
dal,0.91847,3419.71,51194.9,62.3645,81.6837,96.74,175.62,6.28,low
dessert,0.9676,903.83,42005.0,244.7127,94.2569,108.17,48.72,2.14,low
mixed,0.95591,1410.67,46070.16,401.5171,386.9522,109.9,68.32,2.88,low
dal,0.50821,26103.79,48835.23,65.3065,53.9114,126.0,1264.22,55.34,high
dal,0.694,9951.58,40499.11,79.1344,56.1446,147.59,481.17,25.76,medium
salad,0.79437,6067.94,44321.65,525.1498,490.0396,125.4,205.7,13.65,low
dessert,0.68503,12045.87,48465.46,159.2044,91.427,121.07,713.1,27.44,medium
vegetables,0.88838,6481.31,43367.31,462.134,392.8384,146.87,264.09,13.14,low
curry,0.03168,48021.17,51656.93,138.6745,96.441,132.01,2326.56,98.41,severe
vegetables,0.82644,8723.21,40507.29,431.869,388.1571,144.57,319.36,18.95,medium
rice,0.94273,388.49,45224.57,123.2931,158.6104,102.91,16.55,0.82,low
rice,0.89857,1464.54,38606.01,109.9593,174.2498,131.66,63.58,3.3,low
vegetables,1.0,77.71,38527.09,453.804,429.188,97.55,3.33,0.21,low
bread,0.79176,6349.97,36052.3,61.2232,120.6859,130.09,206.87,19.6,medium
curry,0.91585,3983.28,47663.33,387.8738,283.0525,100.17,186.95,8.48,low
bread,0.08088,48647.49,49396.74,64.8463,61.6741,139.4,1417.12,93.89,severe
vegetables,0.74862,13175.52,41648.71,398.2926,400.7432,95.48,553.74,28.65,medium
salad,0.13545,35102.56,44735.23,278.884,182.3496,125.89,1270.13,84.42,severe
curry,0.80486,12352.19,50238.1,327.8865,282.2805,111.84,675.27,26.21,medium
salad,0.92305,3183.01,38745.18,611.7397,484.7006,125.98,109.02,8.79,low
salad,0.76146,11918.05,48100.92,495.6441,414.1545,112.68,413.02,25.49,medium
curry,0.90478,5099.8,41367.75,357.6201,295.2453,130.93,238.58,10.94,low
vegetables,0.82261,4454.72,42401.59,445.6166,402.2503,157.13,184.84,11.47,low
dal,0.9595,4618.39,41647.92,108.5765,101.3091,146.65,240.1,9.88,low
mixed,0.75355,11261.03,48870.2,355.8772,320.6226,104.58,543.76,23.04,medium
mixed,0.60379,17799.12,47538.84,278.4543,266.7152,136.73,797.64,38.78,medium
vegetables,0.32653,35394.26,53795.39,260.1471,249.804,131.2,1416.63,67.26,high
rice,0.33298,24356.33,44338.93,76.4934,117.7456,131.85,993.28,63.87,high
dessert,0.51276,24478.47,46502.92,166.6331,99.3081,133.42,1230.83,53.05,high
salad,0.88023,3552.06,46661.12,549.741,438.774,119.1,121.94,7.86,low
bread,0.69388,12212.66,40136.81,59.61,99.5365,118.47,374.57,26.49,medium
dal,0.62431,19500.56,49104.76,35.7953,58.6322,138.83,861.92,37.47,medium
mixed,1.0,448.59,40260.14,433.7586,391.3542,126.54,20.26,1.04,low
mixed,0.52991,25890.22,52401.65,227.9107,283.0081,151.43,1223.56,45.25,high
rice,1.0,415.64,42428.87,119.7811,202.5389,134.62,18.96,0.92,low
rice,0.59648,15625.93,41000.06,96.4775,151.7795,123.51,663.57,42.14,high
curry,0.43653,22577.09,41933.92,217.1775,193.8539,152.01,1190.49,58.1,high
salad,0.95661,3678.39,58816.19,618.1448,472.9928,122.28,134.36,5.76,low
rice,0.94455,6065.99,43416.33,109.0383,159.6414,112.71,274.65,12.82,low
rice,0.92903,169.37,39673.42,94.976,166.9724,125.98,8.1,0.46,low
dessert,0.49953,28312.98,47014.6,151.7708,85.029,113.95,1467.39,55.35,high
mixed,0.69604,12990.8,41857.29,299.4663,346.1267,125.65,630.96,36.42,medium
rice,0.96961,5924.44,42089.71,152.8138,187.8795,105.56,271.39,13.65,low
dal,0.75471,10164.9,36836.56,38.1002,86.0945,156.71,473.31,26.12,medium
dessert,1.0,1035.64,48550.83,225.8544,156.0123,128.31,54.21,1.88,low
dessert,0.93092,5124.0,49838.08,204.9767,175.5514,129.52,288.5,9.3,low
dessert,0.98963,1513.33,46675.19,206.735,167.0613,137.64,90.55,3.02,low
vegetables,0.65015,14634.15,47398.34,366.0811,357.8621,127.46,541.42,36.01,medium
rice,0.75382,9190.25,40805.63,112.1703,154.7658,132.44,387.33,20.86,medium
mixed,0.74519,8686.62,46929.54,373.179,276.5482,141.86,370.79,16.3,medium
rice,0.66179,15463.18,49476.35,87.7827,129.8632,114.77,665.78,31.49,medium
mixed,0.82832,8306.58,40669.17,381.7732,324.3425,134.93,375.44,19.14,medium
rice,0.83928,1922.44,50633.8,108.9414,152.5066,148.6,87.93,3.38,low
dal,0.36563,23584.51,43232.58,92.6273,53.4332,139.45,1195.07,55.57,high
curry,0.35385,27347.15,44247.23,203.9423,175.9527,133.08,1469.92,62.4,high
dessert,0.85324,5365.17,35487.78,204.0729,140.2434,122.5,295.71,16.31,medium
curry,1.0,1145.41,41209.25,392.5036,300.0868,121.75,54.26,2.7,low
vegetables,0.77615,6541.31,47273.64,378.5699,413.4152,139.8,251.0,13.53,low
rice,0.99532,296.99,43116.31,83.6137,201.8743,118.88,13.34,0.61,low
vegetables,0.89402,4764.29,35979.3,441.0957,395.248,123.45,193.78,12.63,low
dal,0.85819,5672.68,48375.76,143.9409,88.5409,127.92,254.07,12.37,low
vegetables,0.2204,37660.88,46793.24,248.9313,185.0255,126.74,1517.38,77.06,severe
salad,0.80004,4680.78,36189.23,508.2039,428.5254,153.17,156.63,12.43,low
vegetables,0.94257,2078.51,43478.27,420.899,464.713,123.88,80.77,4.33,low
dessert,0.73904,9442.56,40352.4,174.2453,103.6224,106.22,480.98,27.35,medium
bread,0.86657,9031.8,44670.7,88.1138,121.8821,97.2,250.05,19.69,medium
bread,0.92708,2508.56,41991.89,116.5245,134.665,126.96,80.53,6.47,low
bread,0.61876,14188.77,42217.28,71.3918,72.8779,124.79,424.09,33.1,medium
salad,0.84638,7801.55,47115.31,559.7506,462.7762,135.34,272.7,17.25,medium
curry,0.80198,6165.51,44851.36,311.5727,294.9216,124.25,319.11,14.7,low
vegetables,0.82087,4223.01,44012.46,437.4255,445.6457,114.26,161.29,11.19,low
mixed,0.95523,4509.36,44786.5,432.1184,374.5771,120.71,189.23,9.91,low
dessert,0.60032,14616.59,46191.73,187.2189,96.4652,135.68,850.64,36.22,medium
mixed,0.0963,45862.79,45862.79,172.6985,150.2567,128.46,2062.48,90.16,severe
dessert,0.62716,19751.24,43719.04,150.6925,93.3197,132.31,1113.06,46.08,high
vegetables,0.03009,42631.98,42999.14,136.9363,174.9651,128.88,1829.47,89.55,severe
mixed,0.929,3918.13,41331.67,395.8866,382.6949,110.19,176.75,10.13,low
vegetables,0.02148,40531.35,43844.38,186.5078,135.3197,144.35,1545.06,89.16,severe
curry,0.92111,2820.31,40250.71,351.8849,341.274,135.21,131.87,6.71,low
mixed,0.95413,6.02,46465.35,379.4928,377.3445,136.78,0.26,0.01,low
curry,0.63996,15142.66,47258.84,288.7935,275.647,129.25,697.68,36.11,medium
mixed,0.98613,4181.18,46433.41,425.1099,380.7808,132.15,182.15,10.29,low
dal,0.48119,19736.84,47576.59,62.9963,68.8953,132.15,873.73,48.21,high
bread,0.8911,5856.23,41406.85,124.5201,131.4266,128.74,188.22,13.12,low
curry,0.43466,21115.52,35246.65,234.1834,221.6481,133.54,1051.23,54.15,high
curry,0.22142,34019.33,51006.41,183.0702,175.6819,158.76,1676.44,69.33,high
dal,0.98589,2494.84,46454.23,95.0211,95.7598,137.99,116.03,5.2,low
bread,0.80706,8222.27,47229.59,51.9768,143.5767,106.76,261.68,18.72,medium
dal,0.87592,4422.27,43309.27,137.787,26.3084,107.44,222.71,9.08,low
dessert,1.0,817.61,45269.82,234.7138,139.2042,131.81,40.8,1.97,low
salad,0.6509,10715.07,38739.49,468.1892,378.8254,79.83,406.84,30.43,medium
curry,0.64669,16914.44,42545.83,297.0808,235.5634,126.18,835.3,39.74,medium
dal,0.95077,4329.53,41221.49,90.3525,89.9562,119.73,205.6,9.88,low
mixed,0.91748,2603.38,38508.93,379.5274,404.7837,134.94,119.15,6.46,low
rice,0.0,41851.99,41851.99,58.9555,63.0303,144.13,2054.87,96.04,severe
dal,1.0,1231.02,40618.43,89.4193,77.5721,110.26,58.65,2.81,low
vegetables,0.35145,26844.51,44219.98,279.7906,260.7411,121.82,1075.44,61.89,high
bread,0.84642,7686.14,49316.5,68.5389,84.9261,127.1,238.19,15.4,medium
mixed,0.43628,22233.6,43605.65,272.8192,222.8516,147.92,960.37,52.34,high
rice,0.51471,18574.17,43567.96,22.6831,103.6351,128.94,823.3,49.97,high
salad,0.88276,2507.85,43713.86,544.9368,480.8433,117.97,82.54,6.44,low
vegetables,0.60739,18121.45,41875.43,353.1721,326.8046,126.17,725.64,43.76,high
salad,0.55623,19593.99,46009.8,396.2249,334.7097,141.87,704.35,48.14,high
vegetables,0.90403,4515.51,42564.6,424.6146,410.2821,124.61,175.69,10.44,low
bread,0.92887,4941.93,49822.69,112.2263,98.6365,145.44,145.11,8.95,low
salad,0.94607,2119.01,47615.79,557.1775,480.0049,120.01,79.93,4.21,low
mixed,0.46601,25460.44,41599.17,231.5648,215.1218,130.86,1059.03,54.96,high
curry,0.9771,981.67,47932.21,362.0288,331.9668,133.15,53.21,1.81,low
salad,0.77972,12852.86,46634.77,536.2363,438.6619,104.48,448.5,24.74,medium
vegetables,0.86701,4760.65,45268.72,436.4486,413.5989,87.3,198.97,11.37,low
salad,0.77948,7999.85,39487.59,548.537,436.1034,135.78,285.32,19.7,medium
bread,0.61143,11134.96,37440.59,39.4985,83.797,103.55,358.01,32.28,medium
dessert,0.96604,2420.29,49801.68,194.8371,115.8827,103.59,120.05,5.41,low
rice,0.99655,171.21,42049.77,129.6601,220.3291,93.64,7.57,0.47,low
vegetables,0.77148,9628.99,42425.01,366.9741,393.3491,134.56,370.31,20.21,medium
curry,0.91026,7345.54,43669.61,336.9799,313.8643,101.52,374.29,19.74,medium
vegetables,1.0,1273.86,48747.88,452.5269,439.1737,124.08,47.56,2.53,low
mixed,0.73613,15308.76,45904.24,375.6,320.22,103.27,720.06,34.35,medium
rice,0.98704,2009.25,44638.84,141.5382,169.5315,89.03,97.27,4.37,low
bread,0.73695,15520.49,49962.39,61.3923,109.4289,113.63,423.38,30.23,medium
salad,0.70137,13716.75,49787.27,479.2639,426.1031,140.56,446.55,30.37,medium
curry,0.84468,9143.23,39339.33,357.69,325.7441,138.96,450.0,21.14,medium
vegetables,0.80064,8614.99,47145.21,422.6233,356.7698,134.48,321.76,18.01,medium
salad,0.9702,946.18,41972.36,622.7071,521.6601,120.22,31.75,2.17,low
curry,0.84099,2783.11,44690.24,400.2829,296.6193,91.31,145.2,6.79,low
dessert,0.72142,11393.52,46018.22,186.3588,113.9526,108.93,600.38,25.42,medium
curry,0.70974,15350.67,39345.97,303.3725,253.7382,128.03,817.87,33.97,medium
mixed,0.69078,11238.66,45783.27,297.4501,306.0859,132.03,506.75,22.36,medium
dessert,0.54518,19789.79,38758.53,139.8449,113.0932,145.26,1146.5,45.15,high
mixed,0.67937,13658.12,43968.19,340.9352,299.535,102.55,579.44,30.57,medium
rice,0.04607,42022.47,46208.16,13.8581,99.0173,144.35,1716.99,99.3,severe
dessert,0.37472,32129.0,48533.65,121.192,66.6048,126.11,1761.21,58.64,high
curry,0.12264,37524.33,48298.97,182.4024,162.0225,136.76,1810.46,78.3,severe
dal,0.71835,7683.65,38394.39,64.6771,80.6225,98.51,358.96,22.54,medium
dal,0.51029,18586.06,40962.7,96.208,69.0014,132.02,811.57,43.72,high
curry,0.90488,3206.24,43908.95,366.1285,288.1046,133.93,172.05,7.56,low
curry,0.81447,3814.86,46432.41,324.8384,313.5834,116.54,205.25,7.96,low
rice,0.78464,9886.23,45156.18,136.8143,140.4467,109.55,415.53,23.61,medium
mixed,1.0,325.93,47841.1,401.6513,346.2752,150.46,15.87,0.78,low
vegetables,0.74358,10168.61,47036.99,455.7426,354.1339,109.8,374.44,24.38,medium
bread,0.74126,10517.4,44457.89,96.7261,104.1151,121.27,309.59,26.06,medium
vegetables,0.49425,27804.05,48181.42,338.2422,294.2773,119.5,1069.0,58.81,high
bread,0.92674,2749.01,43687.72,122.6478,138.0035,142.06,75.25,6.91,low
bread,0.30613,27529.19,45052.22,40.2855,80.821,140.8,839.93,62.55,high
vegetables,0.84292,4223.36,33521.52,387.6878,405.1285,146.92,184.35,13.28,low
salad,0.34442,30068.61,44666.67,354.3043,278.0338,123.4,1148.72,65.79,high
mixed,0.77807,5854.5,44787.04,362.2779,301.4128,113.96,269.17,14.79,low
salad,0.62973,17956.22,47905.59,427.9803,436.6015,124.57,577.26,36.57,medium
vegetables,0.66321,10963.14,42336.19,370.7187,408.8872,110.58,419.39,30.33,medium
bread,0.89572,2291.17,45440.72,96.5279,132.1664,130.64,66.37,5.2,low
bread,0.87487,3426.77,40312.97,88.801,114.1718,108.47,101.52,9.51,low
curry,0.35753,24443.16,40997.9,232.4527,203.462,124.61,1302.68,62.28,high
vegetables,1.0,2186.09,41869.06,495.0388,468.5129,90.34,91.79,5.1,low
curry,0.84925,6471.36,45195.7,343.0119,314.193,99.22,318.18,13.7,low
salad,0.6011,13948.57,44045.27,422.0339,381.6732,140.71,481.16,35.48,medium
bread,0.66735,23198.2,45562.16,78.1632,87.5434,125.2,726.79,49.47,high
dessert,0.81286,6495.58,48140.77,165.8941,101.5367,127.33,327.68,12.44,low
curry,0.61221,17962.1,41061.39,239.0892,259.4981,116.46,864.37,38.25,medium
curry,0.86377,4448.5,47361.24,357.6621,290.6112,116.12,232.63,10.32,low
dal,0.98095,1788.52,48633.05,80.044,73.545,134.29,85.31,3.4,low
vegetables,0.97738,6444.14,46355.75,509.3083,428.4081,119.82,280.06,14.4,low
curry,0.11436,44290.58,48953.14,204.832,137.8517,133.04,2317.14,94.52,severe
salad,0.9001,4561.93,40865.46,559.3787,511.4851,133.38,167.29,12.45,low
vegetables,0.84326,4744.0,38893.66,430.385,435.5345,153.47,177.41,12.4,low
mixed,0.16083,36296.23,46550.5,227.2214,187.2566,120.88,1504.69,85.91,severe
dessert,0.88856,5587.96,45752.3,157.8276,137.2478,112.21,334.66,12.15,low
salad,0.86933,4529.67,44880.68,572.5162,462.7247,122.54,153.79,10.24,low
mixed,0.30114,29169.2,44464.68,272.4109,193.8075,138.35,1243.61,67.38,high
vegetables,0.96003,5472.92,45021.29,474.8874,436.6965,111.44,219.22,12.91,low
dal,0.61544,18080.93,50552.59,102.893,91.4299,117.68,874.34,36.87,medium
rice,0.70563,10375.56,49583.96,85.2416,139.3253,149.95,461.64,23.18,medium
vegetables,0.71266,13839.41,46149.24,417.4425,328.5355,143.57,555.66,31.84,medium
curry,0.88587,5851.33,45019.83,320.6953,305.5068,106.0,295.47,12.59,low
rice,0.78038,14523.05,48708.91,130.5432,172.8164,120.51,596.59,28.77,medium
dal,0.80397,8084.22,44286.59,75.6121,64.5465,125.4,421.37,19.4,medium
vegetables,1.0,1117.09,40653.86,463.1338,438.2146,118.86,41.54,2.62,low
vegetables,0.9612,2650.57,39680.44,496.6288,424.2065,96.74,111.37,7.52,low
bread,0.8568,10891.26,41518.61,63.2733,133.513,95.02,334.17,23.11,medium
salad,0.64416,16770.83,47232.47,454.1623,380.9515,134.41,595.72,34.78,medium
dal,0.80926,7414.26,43811.42,81.9864,83.9393,107.9,350.84,16.68,medium
bread,0.61939,17777.25,41057.38,67.5762,129.0843,139.72,569.12,41.41,high
mixed,0.92084,2893.89,42111.51,392.6491,344.3182,133.34,137.22,6.64,low
dal,0.91602,2129.59,47893.05,43.4876,63.1482,110.54,97.37,4.55,low
rice,0.93688,4184.49,45684.46,129.6283,141.6042,111.96,185.84,8.44,low
salad,0.9081,6437.0,50702.17,580.1991,505.6402,109.75,238.79,13.25,low
curry,0.46306,21430.81,45867.85,232.4177,224.0751,130.09,1155.53,52.56,high
curry,0.53143,14216.86,41422.87,237.867,229.5664,134.94,663.2,35.81,medium
mixed,0.53835,23902.65,51857.26,265.6107,273.9602,126.86,983.08,51.1,high
dal,0.89691,4645.29,45656.59,83.3041,56.9492,146.43,206.2,11.54,low
dal,0.65094,17008.26,47036.47,77.4576,72.9751,139.95,882.34,41.61,high
mixed,0.57858,20968.24,49499.18,290.1411,252.7304,143.82,886.64,41.73,high
dal,0.27839,27136.93,42791.89,74.0661,42.9557,119.54,1401.98,72.95,severe
dessert,0.79242,10017.84,46572.56,189.1579,114.9179,128.48,513.06,23.06,medium
bread,0.67859,15716.61,46513.87,65.3113,108.1014,129.87,488.48,31.7,medium
mixed,1.0,1323.96,42267.7,410.2307,372.8558,118.46,62.59,2.75,low
curry,0.72996,7663.22,47650.39,350.5097,278.6372,59.56,376.52,18.57,medium
rice,0.55733,16935.47,51077.55,94.9431,79.8796,135.55,719.94,30.41,medium
vegetables,0.4699,24359.34,37554.44,338.6071,251.2121,107.88,924.4,56.47,high
rice,0.26472,30571.2,46573.66,83.8524,80.8032,132.12,1269.55,66.38,high
mixed,0.73237,12611.53,46515.51,352.2179,328.1327,123.92,574.82,27.98,medium
dessert,0.64051,13571.37,47091.52,171.7834,107.9727,122.27,773.15,33.17,medium
dal,0.62498,16109.32,48398.68,69.255,49.9965,112.6,807.41,34.84,medium
salad,0.90026,2407.24,47402.98,551.3122,484.7115,143.55,80.86,5.49,low
dessert,0.62028,12274.53,42552.78,196.6573,124.005,127.9,652.53,28.74,medium
vegetables,0.92323,4503.15,46722.88,477.1118,364.3296,127.28,197.95,8.51,low
